0.00,0.00
0.00,1.60
17.90,18.60
29.40,18.60
29.40,15.60
32.90,15.60
32.90,18.40
36.00,18.40
36.00,15.80
39.70,15.80
39.70,18.20
44.50,18.20
58.40,0.80
28.00,0.80
13.10,6.30
21.90,9.10
