0.00;0.00
0.00;5.00
-5.70;5.00
-5.70;7.80
0.00;7.80
0.00;13.50
-5.80;13.50
-5.80;16.40
-0.10;16.40
-0.10;21.20
-47.50;21.20
-47.50;18.80
-53.50;18.80
-53.40;15.80
-53.30;11.40
-49.30;11.40
-49.40;9.50
-53.40;9.60
-53.20;2.20
-47.40;2.20
-47.40;0.20
